code,description,coding_system,subtype,entity,list_name,upload_date
E275y00,Other specified non-organic eating disorder,Read,eating disorder,diagnostic,mental_illness_non_smi,
E275z00,Non-organic eating disorder NOS,Read,eating disorder,diagnostic,mental_illness_non_smi,
Eu50.00,[X]Eating disorders,Read,eating disorder,diagnostic,mental_illness_non_smi,
Eu50000,[X]Anorexia nervosa,Read,eating disorder,diagnostic,mental_illness_non_smi,
Eu50100,[X]Atypical anorexia nervosa,Read,eating disorder,diagnostic,mental_illness_non_smi,
Eu50200,[X]Bulimia nervosa,Read,eating disorder,diagnostic,mental_illness_non_smi,
Eu50211,[X]Bulimia NOS,Read,eating disorder,diagnostic,mental_illness_non_smi,
Eu50212,[X]Hyperorexia nervosa,Read,eating disorder,diagnostic,mental_illness_non_smi,
Eu50300,[X]Atypical bulimia nervosa,Read,eating disorder,diagnostic,mental_illness_non_smi,
Eu50400,[X]Overeating associated with other psychological disturbncs,Read,eating disorder,diagnostic,mental_illness_non_smi,
Eu50411,[X]Psychogenic overeating,Read,eating disorder,diagnostic,mental_illness_non_smi,
Eu50y00,[X]Other eating disorders,Read,eating disorder,diagnostic,mental_illness_non_smi,
Eu50y11,[X]Pica in adults,Read,eating disorder,diagnostic,mental_illness_non_smi,
Eu50z00,[X]Eating disorder; unspecified,Read,eating disorder,diagnostic,mental_illness_non_smi,
Fy05.00,Nocturnal sleep-related eating disorder,Read,eating disorder,diagnostic,mental_illness_non_smi,
R030.00,[D]Anorexia,Read,eating disorder,diagnostic,mental_illness_non_smi,
R030z00,[D]Anorexia NOS,Read,eating disorder,diagnostic,mental_illness_non_smi,
R036.00,[D]Polyphagia,Read,eating disorder,diagnostic,mental_illness_non_smi,
R036000,[D]Excessive eating,Read,eating disorder,diagnostic,mental_illness_non_smi,
R036011,[D]Bulimia NOS,Read,eating disorder,diagnostic,mental_illness_non_smi,
R036100,[D]Hyperalimentation,Read,eating disorder,diagnostic,mental_illness_non_smi,
R036z00,[D]Polyphagia NOS,Read,eating disorder,diagnostic,mental_illness_non_smi,
SN42100,Starvation,Read,eating disorder,diagnostic,mental_illness_non_smi,
U1B3.11,[X]Starvation,Read,eating disorder,diagnostic,mental_illness_non_smi,
Z4B5.00,Eating disorder counselling,Read,eating disorder,diagnostic,mental_illness_non_smi,
ZC2CD00,Dietary advice for eating disorder,Read,eating disorder,diagnostic,mental_illness_non_smi,
E21..00,Personality disorders,Read,personality disorder,diagnostic,mental_illness_non_smi,
E210.00,Paranoid personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
E211.00,Affective personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
E211000,Unspecified affective personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
E21..11,Neurotic personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
E211100,Hypomanic personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
E211200,Depressive personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
E211300,Cyclothymic personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
E211z00,Affective personality disorder NOS,Read,personality disorder,diagnostic,mental_illness_non_smi,
E212.00,Schizoid personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
E212000,Unspecified schizoid personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
E212z00,Schizoid personality disorder NOS,Read,personality disorder,diagnostic,mental_illness_non_smi,
E213.00,Explosive personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
E214.00,Compulsive personality disorders,Read,personality disorder,diagnostic,mental_illness_non_smi,
E214000,Anankastic personality,Read,personality disorder,diagnostic,mental_illness_non_smi,
E214.11,Anancastic personality,Read,personality disorder,diagnostic,mental_illness_non_smi,
E214z00,Compulsive personality disorder NOS,Read,personality disorder,diagnostic,mental_illness_non_smi,
E215.00,Histrionic personality disorders,Read,personality disorder,diagnostic,mental_illness_non_smi,
E215000,Unspecified histrionic personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
E215.11,Hysterical personality disorders,Read,personality disorder,diagnostic,mental_illness_non_smi,
E215z00,Histrionic personality disorder NOS,Read,personality disorder,diagnostic,mental_illness_non_smi,
E216.00,Inadequate personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
E217.00,Antisocial or sociopathic personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
E21y.00,Other personality disorders,Read,personality disorder,diagnostic,mental_illness_non_smi,
E21y000,Narcissistic personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
E21y100,Avoidant personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
E21y200,Borderline personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
E21y300,Passive-aggressive personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
E21y400,Eccentric personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
E21y500,Immature personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
E21y600,Masochistic personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
E21y700,Psychoneurotic personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
E21yz00,Other personality disorder NOS,Read,personality disorder,diagnostic,mental_illness_non_smi,
E21z.00,Personality disorder NOS,Read,personality disorder,diagnostic,mental_illness_non_smi,
E21z.11,Psychopathic personality,Read,personality disorder,diagnostic,mental_illness_non_smi,
Eu06000,[X]Organic personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
Eu06011,[X]Organic pseudopsychopathic personality,Read,personality disorder,diagnostic,mental_illness_non_smi,
Eu21.17,[X]Pseudopsychopathic schizophrenia,Read,personality disorder,diagnostic,mental_illness_non_smi,
Eu21.18,[X]Schizotypal personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
Eu34011,[X]Affective personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
Eu34112,[X]Depressive personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
Eu60.00,[X]Specific personality disorders,Read,personality disorder,diagnostic,mental_illness_non_smi,
Eu60000,[X]Paranoid personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
Eu60013,[X]Querulant personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
Eu60014,[X]Sensitive paranoid personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
Eu60100,[X]Schizoid personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
Eu60200,[X]Dissocial personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
Eu60212,[X]Antisocial personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
Eu60213,[X]Asocial personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
Eu60214,[X]Psychopathic personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
Eu60215,[X]Sociopathic personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
Eu60300,[X]Emotionally unstable personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
Eu60311,[X]Aggressive personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
Eu60312,[X]Borderline personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
Eu60313,[X]Explosive personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
Eu60400,[X]Histrionic personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
Eu60411,[X]Hysterical personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
Eu60412,[X]Psychoinfantile personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
Eu60500,[X]Anankastic personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
Eu60511,[X]Compulsive personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
Eu60512,[X]Obsessional personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
Eu60513,[X]Obsessive-compulsive personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
Eu60600,[X]Anxious [avoidant] personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
Eu60700,[X]Dependent personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
Eu60711,[X]Asthenic personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
Eu60712,[X]Inadequate personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
Eu60713,[X]Passive personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
Eu60714,[X]Self defeating personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
Eu60y00,[X]Other specific personality disorders,Read,personality disorder,diagnostic,mental_illness_non_smi,
Eu60y11,[X]Eccentric personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
Eu60y12,[X]Haltlose type personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
Eu60y13,[X]Immature personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
Eu60y14,[X]Narcissistic personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
Eu60y16,[X]Psychoneurotic personality disorder,Read,personality disorder,diagnostic,mental_illness_non_smi,
Eu60z00,[X]Personality disorder; unspecified,Read,personality disorder,diagnostic,mental_illness_non_smi,
Eu61.00,[X]Mixed and other personality disorders,Read,personality disorder,diagnostic,mental_illness_non_smi,
Eu84511,[X]Autistic psychopathy,Read,personality disorder,diagnostic,mental_illness_non_smi,
Eu94211,[X]Affectionless psychopathy,Read,personality disorder,diagnostic,mental_illness_non_smi,
1B17.00,Depressed,Read,depression non-severe,diagnostic,mental_illness_non_smi,
62T1.00,Puerperal depression,Read,depression non-severe,diagnostic,mental_illness_non_smi,
9kQ..00,On full dose long term treatment depression - enh serv admin,Read,depression non-severe,diagnostic,mental_illness_non_smi,
E001300,Presenile dementia with depression,Read,depression non-severe,diagnostic,mental_illness_non_smi,
E002100,Senile dementia with depression,Read,depression non-severe,diagnostic,mental_illness_non_smi,
E004300,Arteriosclerotic dementia with depression,Read,depression non-severe,diagnostic,mental_illness_non_smi,
E11..12,Depressive psychoses,Read,depression non-severe,diagnostic,mental_illness_non_smi,
E112.00,Single major depressive episode,Read,depression non-severe,diagnostic,mental_illness_non_smi,
E112000,Single major depressive episode; unspecified,Read,depression non-severe,diagnostic,mental_illness_non_smi,
E112100,Single major depressive episode; mild,Read,depression non-severe,diagnostic,mental_illness_non_smi,
E112.11,Agitated depression,Read,depression non-severe,diagnostic,mental_illness_non_smi,
E112.12,Endogenous depression first episode,Read,depression non-severe,diagnostic,mental_illness_non_smi,
E112.13,Endogenous depression first episode,Read,depression non-severe,diagnostic,mental_illness_non_smi,
E112.14,Endogenous depression,Read,depression non-severe,diagnostic,mental_illness_non_smi,
E112200,Single major depressive episode; moderate,Read,depression non-severe,diagnostic,mental_illness_non_smi,
E112z00,Single major depressive episode NOS,Read,depression non-severe,diagnostic,mental_illness_non_smi,
E113.00,Recurrent major depressive episode,Read,depression non-severe,diagnostic,mental_illness_non_smi,
E113000,Recurrent major depressive episodes; unspecified,Read,depression non-severe,diagnostic,mental_illness_non_smi,
E113100,Recurrent major depressive episodes; mild,Read,depression non-severe,diagnostic,mental_illness_non_smi,
E113.11,Endogenous depression - recurrent,Read,depression non-severe,diagnostic,mental_illness_non_smi,
E113200,Recurrent major depressive episodes; moderate,Read,depression non-severe,diagnostic,mental_illness_non_smi,
E113700,Recurrent depression,Read,depression non-severe,diagnostic,mental_illness_non_smi,
E113z00,Recurrent major depressive episode NOS,Read,depression non-severe,diagnostic,mental_illness_non_smi,
E118.00,Seasonal affective disorder,Read,depression non-severe,diagnostic,mental_illness_non_smi,
E11y200,Atypical depressive disorder,Read,depression non-severe,diagnostic,mental_illness_non_smi,
E11z200,Masked depression,Read,depression non-severe,diagnostic,mental_illness_non_smi,
E200300,Anxiety with depression,Read,depression non-severe,diagnostic,mental_illness_non_smi,
E204.00,Neurotic depression reactive type,Read,depression non-severe,diagnostic,mental_illness_non_smi,
E204.11,Postnatal depression,Read,depression non-severe,diagnostic,mental_illness_non_smi,
E290.00,Brief depressive reaction,Read,depression non-severe,diagnostic,mental_illness_non_smi,
E290z00,Brief depressive reaction NOS,Read,depression non-severe,diagnostic,mental_illness_non_smi,
E291.00,Prolonged depressive reaction,Read,depression non-severe,diagnostic,mental_illness_non_smi,
E2B..00,Depressive disorder NEC,Read,depression non-severe,diagnostic,mental_illness_non_smi,
E2B0.00,Postviral depression,Read,depression non-severe,diagnostic,mental_illness_non_smi,
E2B1.00,Chronic depression,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu32.00,[X]Depressive episode,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu32000,[X]Mild depressive episode,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu32100,[X]Moderate depressive episode,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu32.11,[X]Single episode of depressive reaction,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu32.12,[X]Single episode of psychogenic depression,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu32.13,[X]Single episode of reactive depression,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu32212,[X]Single episode major depression w'out psychotic symptoms,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu32213,[X]Single episode vital depression w'out psychotic symptoms,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu32400,[X]Mild depression,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu32500,[X]Major depression; mild,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu32y00,[X]Other depressive episodes,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu32y11,[X]Atypical depression,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu32y12,[X]Single episode of masked depression NOS,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu32z00,[X]Depressive episode; unspecified,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu32z11,[X]Depression NOS,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu32z12,[X]Depressive disorder NOS,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu32z13,[X]Prolonged single episode of reactive depression,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu32z14,[X] Reactive depression NOS,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu33.00,[X]Recurrent depressive disorder,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu33000,[X]Recurrent depressive disorder; current episode mild,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu33100,[X]Recurrent depressive disorder; current episode moderate,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu33.11,[X]Recurrent episodes of depressive reaction,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu33.12,[X]Recurrent episodes of psychogenic depression,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu33.13,[X]Recurrent episodes of reactive depression,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu33.14,[X]Seasonal depressive disorder,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu33.15,[X]SAD - Seasonal affective disorder,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu33211,[X]Endogenous depression without psychotic symptoms,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu33212,[X]Major depression; recurrent without psychotic symptoms,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu33214,[X]Vital depression; recurrent without psychotic symptoms,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu32312,[X]Single episode of psychogenic depressive psychosis,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu33400,[X]Recurrent depressive disorder; currently in remission,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu33y00,[X]Other recurrent depressive disorders,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu33z00,[X]Recurrent depressive disorder; unspecified,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu33z11,[X]Monopolar depression NOS,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu34100,[X]Dysthymia,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu34111,[X]Depressive neurosis,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu34113,[X]Neurotic depression,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu34114,[X]Persistant anxiety depression,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu3y111,[X]Recurrent brief depressive episodes,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu41200,[X]Mixed anxiety and depressive disorder,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu41211,[X]Mild anxiety depression,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu53011,[X]Postnatal depression NOS,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu53012,[X]Postpartum depression NOS,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu92000,[X]Depressive conduct disorder,Read,depression non-severe,diagnostic,mental_illness_non_smi,
Eu33300,[X]Recurrent depress disorder cur epi severe with psyc symp,Read,severe depression,diagnostic,severe_mental_illness,
Eu33311,[X]Endogenous depression with psychotic symptoms,Read,severe depression,diagnostic,severe_mental_illness,
Eu33312,[X]Manic-depress psychosis;depressed type+psychotic symptoms,Read,severe depression,diagnostic,severe_mental_illness,
Eu33313,[X]Recurr severe episodes/major depression+psychotic symptom,Read,severe depression,diagnostic,severe_mental_illness,
Eu33314,[X]Recurr severe episodes/psychogenic depressive psychosis,Read,severe depression,diagnostic,severe_mental_illness,
Eu33315,[X]Recurrent severe episodes of psychotic depression,Read,severe depression,diagnostic,severe_mental_illness,
Eu33316,[X]Recurrent severe episodes/reactive depressive psychosis,Read,severe depression,diagnostic,severe_mental_illness,
Eu33200,[X]Recurr depress disorder cur epi severe without psyc sympt,Read,severe depression,diagnostic,severe_mental_illness,
Eu32700,[X]Major depression; severe without psychotic symptoms,Read,severe depression,diagnostic,severe_mental_illness,
E112300,Single major depressive episode; severe; without psychosis,Read,severe depression,diagnostic,severe_mental_illness,
E112400,Single major depressive episode; severe; with psychosis,Read,severe depression,diagnostic,severe_mental_illness,
Eu32300,[X]Severe depressive episode with psychotic symptoms,Read,severe depression,diagnostic,severe_mental_illness,
Eu32311,[X]Single episode of major depression and psychotic symptoms,Read,severe depression,diagnostic,severe_mental_illness,
Eu32313,[X]Single episode of psychotic depression,Read,severe depression,diagnostic,severe_mental_illness,
Eu32314,[X]Single episode of reactive depressive psychosis,Read,severe depression,diagnostic,severe_mental_illness,
Eu32800,[X]Major depression; severe with psychotic symptoms,Read,severe depression,diagnostic,severe_mental_illness,
Eu32900,[X]Single major depr ep; severe with psych; psych in remiss,Read,severe depression,diagnostic,severe_mental_illness,
Eu32A00,[X]Recurr major depr ep; severe with psych; psych in remiss,Read,severe depression,diagnostic,severe_mental_illness,
E113300,Recurrent major depressive episodes; severe; no psychosis,Read,severe depression,diagnostic,severe_mental_illness,
E113400,Recurrent major depressive episodes; severe; with psychosis,Read,severe depression,diagnostic,severe_mental_illness,
E135.00,Agitated depression,Read,severe depression,diagnostic,severe_mental_illness,
Eu20400,[X]Post-schizophrenic depression,Read,severe depression,diagnostic,severe_mental_illness,
Eu32200,[X]Severe depressive episode without psychotic symptoms,Read,severe depression,diagnostic,severe_mental_illness,
Eu32211,[X]Single episode agitated depressn w'out psychotic symptoms,Read,severe depression,diagnostic,severe_mental_illness,
Eu32600,[X]Major depression; moderately severe,Read,severe depression,diagnostic,severe_mental_illness,
146D.00,H/O: manic depressive disorder,Read,bipolar,diagnostic,severe_mental_illness,
1S42.00,Manic mood,Read,bipolar,diagnostic,severe_mental_illness,
6657,On lithium,Read,bipolar,diagnostic,severe_mental_illness,
6657.11,Lithium monitoring,Read,bipolar,diagnostic,severe_mental_illness,
6657.12,Started lithium,Read,bipolar,diagnostic,severe_mental_illness,
E11..00,Affective psychoses,Read,bipolar,diagnostic,severe_mental_illness,
E110.00,Manic disorder; single episode,Read,bipolar,diagnostic,severe_mental_illness,
E110000,Single manic episode; unspecified,Read,bipolar,diagnostic,severe_mental_illness,
E110100,Single manic episode; mild,Read,bipolar,diagnostic,severe_mental_illness,
E110.11,Hypomanic psychoses,Read,bipolar,diagnostic,severe_mental_illness,
E110200,Single manic episode; moderate,Read,bipolar,diagnostic,severe_mental_illness,
E110300,Single manic episode; severe without mention of psychosis,Read,bipolar,diagnostic,severe_mental_illness,
E110400,Single manic episode; severe; with psychosis,Read,bipolar,diagnostic,severe_mental_illness,
E110600,Single manic episode in full remission,Read,bipolar,diagnostic,severe_mental_illness,
E110z00,Manic disorder; single episode NOS,Read,bipolar,diagnostic,severe_mental_illness,
E111.00,Recurrent manic episodes,Read,bipolar,diagnostic,severe_mental_illness,
E111000,Recurrent manic episodes; unspecified,Read,bipolar,diagnostic,severe_mental_illness,
E11..11,Bipolar psychoses,Read,bipolar,diagnostic,severe_mental_illness,
E111100,Recurrent manic episodes; mild,Read,bipolar,diagnostic,severe_mental_illness,
E111200,Recurrent manic episodes; moderate,Read,bipolar,diagnostic,severe_mental_illness,
E11..13,Manic psychoses,Read,bipolar,diagnostic,severe_mental_illness,
E111300,Recurrent manic episodes; severe without mention psychosis,Read,bipolar,diagnostic,severe_mental_illness,
E111400,Recurrent manic episodes; severe; with psychosis,Read,bipolar,diagnostic,severe_mental_illness,
E111500,Recurrent manic episodes; partial or unspecified remission,Read,bipolar,diagnostic,severe_mental_illness,
E111600,Recurrent manic episodes; in full remission,Read,bipolar,diagnostic,severe_mental_illness,
E111z00,Recurrent manic episode NOS,Read,bipolar,diagnostic,severe_mental_illness,
E114.00,Bipolar affective disorder; currently manic,Read,bipolar,diagnostic,severe_mental_illness,
E114000,Bipolar affective disorder; currently manic; unspecified,Read,bipolar,diagnostic,severe_mental_illness,
E114100,Bipolar affective disorder; currently manic; mild,Read,bipolar,diagnostic,severe_mental_illness,
E114.11,Manic-depressive - now manic,Read,bipolar,diagnostic,severe_mental_illness,
E114200,Bipolar affective disorder; currently manic; moderate,Read,bipolar,diagnostic,severe_mental_illness,
E114300,Bipolar affect disord; currently manic; severe; no psychosis,Read,bipolar,diagnostic,severe_mental_illness,
E114400,Bipolar affect disord; currently manic;severe with psychosis,Read,bipolar,diagnostic,severe_mental_illness,
E114500,Bipolar affect disord;currently manic; part/unspec remission,Read,bipolar,diagnostic,severe_mental_illness,
E114600,Bipolar affective disorder; currently manic; full remission,Read,bipolar,diagnostic,severe_mental_illness,
E114z00,Bipolar affective disorder; currently manic; NOS,Read,bipolar,diagnostic,severe_mental_illness,
E115.00,Bipolar affective disorder; currently depressed,Read,bipolar,diagnostic,severe_mental_illness,
E115000,Bipolar affective disorder; currently depressed; unspecified,Read,bipolar,diagnostic,severe_mental_illness,
E115100,Bipolar affective disorder; currently depressed; mild,Read,bipolar,diagnostic,severe_mental_illness,
E115.11,Manic-depressive - now depressed,Read,bipolar,diagnostic,severe_mental_illness,
E115200,Bipolar affective disorder; currently depressed; moderate,Read,bipolar,diagnostic,severe_mental_illness,
E115300,Bipolar affect disord; now depressed; severe; no psychosis,Read,bipolar,diagnostic,severe_mental_illness,
E115400,Bipolar affect disord; now depressed; severe with psychosis,Read,bipolar,diagnostic,severe_mental_illness,
E115500,Bipolar affect disord; now depressed; part/unspec remission,Read,bipolar,diagnostic,severe_mental_illness,
E115600,Bipolar affective disorder; now depressed; in full remission,Read,bipolar,diagnostic,severe_mental_illness,
E115z00,Bipolar affective disorder; currently depressed; NOS,Read,bipolar,diagnostic,severe_mental_illness,
E116.00,Mixed bipolar affective disorder,Read,bipolar,diagnostic,severe_mental_illness,
E116000,Mixed bipolar affective disorder; unspecified,Read,bipolar,diagnostic,severe_mental_illness,
E116100,Mixed bipolar affective disorder; mild,Read,bipolar,diagnostic,severe_mental_illness,
E116200,Mixed bipolar affective disorder; moderate,Read,bipolar,diagnostic,severe_mental_illness,
E116300,Mixed bipolar affective disorder; severe; without psychosis,Read,bipolar,diagnostic,severe_mental_illness,
E116400,Mixed bipolar affective disorder; severe; with psychosis,Read,bipolar,diagnostic,severe_mental_illness,
E116500,Mixed bipolar affective disorder; partial/unspec remission,Read,bipolar,diagnostic,severe_mental_illness,
E116600,Mixed bipolar affective disorder; in full remission,Read,bipolar,diagnostic,severe_mental_illness,
E116z00,Mixed bipolar affective disorder; NOS,Read,bipolar,diagnostic,severe_mental_illness,
E117.00,Unspecified bipolar affective disorder,Read,bipolar,diagnostic,severe_mental_illness,
E117000,Unspecified bipolar affective disorder; unspecified,Read,bipolar,diagnostic,severe_mental_illness,
E117100,Unspecified bipolar affective disorder; mild,Read,bipolar,diagnostic,severe_mental_illness,
E117200,Unspecified bipolar affective disorder; moderate,Read,bipolar,diagnostic,severe_mental_illness,
E117300,Unspecified bipolar affective disorder; severe; no psychosis,Read,bipolar,diagnostic,severe_mental_illness,
E117400,Unspecified bipolar affective disorder;severe with psychosis,Read,bipolar,diagnostic,severe_mental_illness,
E117500,Unspecified bipolar affect disord; partial/unspec remission,Read,bipolar,diagnostic,severe_mental_illness,
E117600,Unspecified bipolar affective disorder; in full remission,Read,bipolar,diagnostic,severe_mental_illness,
E117z00,Unspecified bipolar affective disorder; NOS,Read,bipolar,diagnostic,severe_mental_illness,
E11y.00,Other and unspecified manic-depressive psychoses,Read,bipolar,diagnostic,severe_mental_illness,
E11y000,Unspecified manic-depressive psychoses,Read,bipolar,diagnostic,severe_mental_illness,
E11y100,Atypical manic disorder,Read,bipolar,diagnostic,severe_mental_illness,
E11y300,Other mixed manic-depressive psychoses,Read,bipolar,diagnostic,severe_mental_illness,
E11yz00,Other and unspecified manic-depressive psychoses NOS,Read,bipolar,diagnostic,severe_mental_illness,
Eu3..00,[X]Mood - affective disorders,Read,bipolar,diagnostic,severe_mental_illness,
Eu30.00,[X]Manic episode,Read,bipolar,diagnostic,severe_mental_illness,
Eu30000,[X]Hypomania,Read,bipolar,diagnostic,severe_mental_illness,
Eu30100,[X]Mania without psychotic symptoms,Read,bipolar,diagnostic,severe_mental_illness,
Eu30.11,[X]Bipolar disorder; single manic episode,Read,bipolar,diagnostic,severe_mental_illness,
Eu30200,[X]Mania with psychotic symptoms,Read,bipolar,diagnostic,severe_mental_illness,
Eu30211,[X]Mania with mood-congruent psychotic symptoms,Read,bipolar,diagnostic,severe_mental_illness,
Eu30212,[X]Mania with mood-incongruent psychotic symptoms,Read,bipolar,diagnostic,severe_mental_illness,
Eu30y00,[X]Other manic episodes,Read,bipolar,diagnostic,severe_mental_illness,
Eu30z00,[X]Manic episode; unspecified,Read,bipolar,diagnostic,severe_mental_illness,
Eu30z11,[X]Mania NOS,Read,bipolar,diagnostic,severe_mental_illness,
Eu31.00,[X]Bipolar affective disorder,Read,bipolar,diagnostic,severe_mental_illness,
Eu31000,[X]Bipolar affective disorder; current episode hypomanic,Read,bipolar,diagnostic,severe_mental_illness,
Eu31100,[X]Bipolar affect disorder cur epi manic wout psychotic symp,Read,bipolar,diagnostic,severe_mental_illness,
Eu31.11,[X]Manic-depressive illness,Read,bipolar,diagnostic,severe_mental_illness,
Eu31.12,[X]Manic-depressive psychosis,Read,bipolar,diagnostic,severe_mental_illness,
Eu31.13,[X]Manic-depressive reaction,Read,bipolar,diagnostic,severe_mental_illness,
Eu31200,[X]Bipolar affect disorder cur epi manic with psychotic symp,Read,bipolar,diagnostic,severe_mental_illness,
Eu31300,[X]Bipolar affect disorder cur epi mild or moderate depressn,Read,bipolar,diagnostic,severe_mental_illness,
Eu31400,[X]Bipol aff disord; curr epis sev depress; no psychot symp,Read,bipolar,diagnostic,severe_mental_illness,
Eu31500,[X]Bipolar affect dis cur epi severe depres with psyc symp,Read,bipolar,diagnostic,severe_mental_illness,
Eu31600,[X]Bipolar affective disorder; current episode mixed,Read,bipolar,diagnostic,severe_mental_illness,
