code,coding_system,description,entity,list_name
E21y000,Read,Narcissistic personality disorder,diagnostic,mental_illness_non_smi
E21y100,Read,Avoidant personality disorder,diagnostic,mental_illness_non_smi
E21y200,Read,Borderline personality disorder,diagnostic,mental_illness_non_smi
E21y300,Read,Passive-aggressive personality disorder,diagnostic,mental_illness_non_smi
E21y400,Read,Eccentric personality disorder,diagnostic,mental_illness_non_smi
E21y500,Read,Immature personality disorder,diagnostic,mental_illness_non_smi
E21y600,Read,Masochistic personality disorder,diagnostic,mental_illness_non_smi
E21y700,Read,Psychoneurotic personality disorder,diagnostic,mental_illness_non_smi
E21yz00,Read,Other personality disorder NOS,diagnostic,mental_illness_non_smi
E21z.00,Read,Personality disorder NOS,diagnostic,mental_illness_non_smi
E21z.11,Read,Psychopathic personality,diagnostic,mental_illness_non_smi
Eu06000,Read,[X]Organic personality disorder,diagnostic,mental_illness_non_smi
Eu06011,Read,[X]Organic pseudopsychopathic personality,diagnostic,mental_illness_non_smi
Eu21.17,Read,[X]Pseudopsychopathic schizophrenia,diagnostic,mental_illness_non_smi
Eu21.18,Read,[X]Schizotypal personality disorder,diagnostic,mental_illness_non_smi
Eu34011,Read,[X]Affective personality disorder,diagnostic,mental_illness_non_smi
Eu34112,Read,[X]Depressive personality disorder,diagnostic,mental_illness_non_smi
Eu60.00,Read,[X]Specific personality disorders,diagnostic,mental_illness_non_smi
Eu60000,Read,[X]Paranoid personality disorder,diagnostic,mental_illness_non_smi
Eu60013,Read,[X]Querulant personality disorder,diagnostic,mental_illness_non_smi
Eu60014,Read,[X]Sensitive paranoid personality disorder,diagnostic,mental_illness_non_smi
Eu60100,Read,[X]Schizoid personality disorder,diagnostic,mental_illness_non_smi
Eu60200,Read,[X]Dissocial personality disorder,diagnostic,mental_illness_non_smi
Eu60212,Read,[X]Antisocial personality disorder,diagnostic,mental_illness_non_smi
Eu60213,Read,[X]Asocial personality disorder,diagnostic,mental_illness_non_smi
Eu60214,Read,[X]Psychopathic personality disorder,diagnostic,mental_illness_non_smi
Eu60215,Read,[X]Sociopathic personality disorder,diagnostic,mental_illness_non_smi
Eu60300,Read,[X]Emotionally unstable personality disorder,diagnostic,mental_illness_non_smi
Eu60311,Read,[X]Aggressive personality disorder,diagnostic,mental_illness_non_smi
Eu60312,Read,[X]Borderline personality disorder,diagnostic,mental_illness_non_smi
Eu60313,Read,[X]Explosive personality disorder,diagnostic,mental_illness_non_smi
Eu60400,Read,[X]Histrionic personality disorder,diagnostic,mental_illness_non_smi
Eu60411,Read,[X]Hysterical personality disorder,diagnostic,mental_illness_non_smi
Eu60412,Read,[X]Psychoinfantile personality disorder,diagnostic,mental_illness_non_smi
Eu60500,Read,[X]Anankastic personality disorder,diagnostic,mental_illness_non_smi
Eu60511,Read,[X]Compulsive personality disorder,diagnostic,mental_illness_non_smi
Eu60512,Read,[X]Obsessional personality disorder,diagnostic,mental_illness_non_smi
Eu60513,Read,[X]Obsessive-compulsive personality disorder,diagnostic,mental_illness_non_smi
Eu60600,Read,[X]Anxious [avoidant] personality disorder,diagnostic,mental_illness_non_smi
Eu60700,Read,[X]Dependent personality disorder,diagnostic,mental_illness_non_smi
Eu60711,Read,[X]Asthenic personality disorder,diagnostic,mental_illness_non_smi
Eu60712,Read,[X]Inadequate personality disorder,diagnostic,mental_illness_non_smi
Eu60713,Read,[X]Passive personality disorder,diagnostic,mental_illness_non_smi
Eu60714,Read,[X]Self defeating personality disorder,diagnostic,mental_illness_non_smi
Eu60y00,Read,[X]Other specific personality disorders,diagnostic,mental_illness_non_smi
Eu60y11,Read,[X]Eccentric personality disorder,diagnostic,mental_illness_non_smi
Eu60y12,Read,[X]Haltlose type personality disorder,diagnostic,mental_illness_non_smi
Eu60y13,Read,[X]Immature personality disorder,diagnostic,mental_illness_non_smi
Eu60y14,Read,[X]Narcissistic personality disorder,diagnostic,mental_illness_non_smi
Eu60y16,Read,[X]Psychoneurotic personality disorder,diagnostic,mental_illness_non_smi
Eu60z00,Read,[X]Personality disorder; unspecified,diagnostic,mental_illness_non_smi
Eu61.00,Read,[X]Mixed and other personality disorders,diagnostic,mental_illness_non_smi
Eu84511,Read,[X]Autistic psychopathy,diagnostic,mental_illness_non_smi
Eu94211,Read,[X]Affectionless psychopathy,diagnostic,mental_illness_non_smi
1B17.00,Read,Depressed,diagnostic,mental_illness_non_smi
62T1.00,Read,Puerperal depression,diagnostic,mental_illness_non_smi
9kQ..00,Read,On full dose long term treatment depression - enh serv admin,diagnostic,mental_illness_non_smi
E001300,Read,Presenile dementia with depression,diagnostic,mental_illness_non_smi
E002100,Read,Senile dementia with depression,diagnostic,mental_illness_non_smi
E004300,Read,Arteriosclerotic dementia with depression,diagnostic,mental_illness_non_smi
E11..12,Read,Depressive psychoses,diagnostic,mental_illness_non_smi
E112.00,Read,Single major depressive episode,diagnostic,mental_illness_non_smi
E112000,Read,Single major depressive episode; unspecified,diagnostic,mental_illness_non_smi
E112100,Read,Single major depressive episode; mild,diagnostic,mental_illness_non_smi
E112.11,Read,Agitated depression,diagnostic,mental_illness_non_smi
E112.12,Read,Endogenous depression first episode,diagnostic,mental_illness_non_smi
E112.13,Read,Endogenous depression first episode,diagnostic,mental_illness_non_smi
E112.14,Read,Endogenous depression,diagnostic,mental_illness_non_smi
E112200,Read,Single major depressive episode; moderate,diagnostic,mental_illness_non_smi
E112z00,Read,Single major depressive episode NOS,diagnostic,mental_illness_non_smi
E113.00,Read,Recurrent major depressive episode,diagnostic,mental_illness_non_smi
E113000,Read,Recurrent major depressive episodes; unspecified,diagnostic,mental_illness_non_smi
E113100,Read,Recurrent major depressive episodes; mild,diagnostic,mental_illness_non_smi
E113.11,Read,Endogenous depression - recurrent,diagnostic,mental_illness_non_smi
E113200,Read,Recurrent major depressive episodes; moderate,diagnostic,mental_illness_non_smi
E113700,Read,Recurrent depression,diagnostic,mental_illness_non_smi
E113z00,Read,Recurrent major depressive episode NOS,diagnostic,mental_illness_non_smi
E118.00,Read,Seasonal affective disorder,diagnostic,mental_illness_non_smi
E11y200,Read,Atypical depressive disorder,diagnostic,mental_illness_non_smi
E11z200,Read,Masked depression,diagnostic,mental_illness_non_smi
E135.00,Read,Agitated depression,diagnostic,mental_illness_non_smi
E200300,Read,Anxiety with depression,diagnostic,mental_illness_non_smi
E204.00,Read,Neurotic depression reactive type,diagnostic,mental_illness_non_smi
E204.11,Read,Postnatal depression,diagnostic,mental_illness_non_smi
E290.00,Read,Brief depressive reaction,diagnostic,mental_illness_non_smi
E290z00,Read,Brief depressive reaction NOS,diagnostic,mental_illness_non_smi
E291.00,Read,Prolonged depressive reaction,diagnostic,mental_illness_non_smi
E2B..00,Read,Depressive disorder NEC,diagnostic,mental_illness_non_smi
E2B0.00,Read,Postviral depression,diagnostic,mental_illness_non_smi
E2B1.00,Read,Chronic depression,diagnostic,mental_illness_non_smi
Eu20400,Read,[X]Post-schizophrenic depression,diagnostic,mental_illness_non_smi
Eu32.00,Read,[X]Depressive episode,diagnostic,mental_illness_non_smi
Eu32000,Read,[X]Mild depressive episode,diagnostic,mental_illness_non_smi
Eu32100,Read,[X]Moderate depressive episode,diagnostic,mental_illness_non_smi
Eu32.11,Read,[X]Single episode of depressive reaction,diagnostic,mental_illness_non_smi
Eu32.12,Read,[X]Single episode of psychogenic depression,diagnostic,mental_illness_non_smi
Eu32.13,Read,[X]Single episode of reactive depression,diagnostic,mental_illness_non_smi
Eu32200,Read,[X]Severe depressive episode without psychotic symptoms,diagnostic,mental_illness_non_smi
Eu32211,Read,[X]Single episode agitated depressn w'out psychotic symptoms,diagnostic,mental_illness_non_smi
Eu32212,Read,[X]Single episode major depression w'out psychotic symptoms,diagnostic,mental_illness_non_smi
Eu32213,Read,[X]Single episode vital depression w'out psychotic symptoms,diagnostic,mental_illness_non_smi
Eu32400,Read,[X]Mild depression,diagnostic,mental_illness_non_smi
Eu32500,Read,[X]Major depression; mild,diagnostic,mental_illness_non_smi
Eu32600,Read,[X]Major depression; moderately severe,diagnostic,mental_illness_non_smi
Eu32y00,Read,[X]Other depressive episodes,diagnostic,mental_illness_non_smi
Eu32y11,Read,[X]Atypical depression,diagnostic,mental_illness_non_smi
Eu32y12,Read,[X]Single episode of masked depression NOS,diagnostic,mental_illness_non_smi
Eu32z00,Read,[X]Depressive episode; unspecified,diagnostic,mental_illness_non_smi
Eu32z11,Read,[X]Depression NOS,diagnostic,mental_illness_non_smi
Eu32z12,Read,[X]Depressive disorder NOS,diagnostic,mental_illness_non_smi
Eu32z13,Read,[X]Prolonged single episode of reactive depression,diagnostic,mental_illness_non_smi
Eu32z14,Read,[X] Reactive depression NOS,diagnostic,mental_illness_non_smi
Eu33.00,Read,[X]Recurrent depressive disorder,diagnostic,mental_illness_non_smi
Eu33000,Read,[X]Recurrent depressive disorder; current episode mild,diagnostic,mental_illness_non_smi
Eu33100,Read,[X]Recurrent depressive disorder; current episode moderate,diagnostic,mental_illness_non_smi
Eu33.11,Read,[X]Recurrent episodes of depressive reaction,diagnostic,mental_illness_non_smi
Eu33.12,Read,[X]Recurrent episodes of psychogenic depression,diagnostic,mental_illness_non_smi
Eu33.13,Read,[X]Recurrent episodes of reactive depression,diagnostic,mental_illness_non_smi
Eu33.14,Read,[X]Seasonal depressive disorder,diagnostic,mental_illness_non_smi
Eu33.15,Read,[X]SAD - Seasonal affective disorder,diagnostic,mental_illness_non_smi
Eu33211,Read,[X]Endogenous depression without psychotic symptoms,diagnostic,mental_illness_non_smi
Eu33212,Read,[X]Major depression; recurrent without psychotic symptoms,diagnostic,mental_illness_non_smi
Eu33214,Read,[X]Vital depression; recurrent without psychotic symptoms,diagnostic,mental_illness_non_smi
Eu33400,Read,[X]Recurrent depressive disorder; currently in remission,diagnostic,mental_illness_non_smi
Eu33y00,Read,[X]Other recurrent depressive disorders,diagnostic,mental_illness_non_smi
Eu33z00,Read,[X]Recurrent depressive disorder; unspecified,diagnostic,mental_illness_non_smi
Eu33z11,Read,[X]Monopolar depression NOS,diagnostic,mental_illness_non_smi
Eu34100,Read,[X]Dysthymia,diagnostic,mental_illness_non_smi
Eu34111,Read,[X]Depressive neurosis,diagnostic,mental_illness_non_smi
Eu34113,Read,[X]Neurotic depression,diagnostic,mental_illness_non_smi
Eu34114,Read,[X]Persistant anxiety depression,diagnostic,mental_illness_non_smi
Eu3y111,Read,[X]Recurrent brief depressive episodes,diagnostic,mental_illness_non_smi
Eu41200,Read,[X]Mixed anxiety and depressive disorder,diagnostic,mental_illness_non_smi
Eu41211,Read,[X]Mild anxiety depression,diagnostic,mental_illness_non_smi
Eu53011,Read,[X]Postnatal depression NOS,diagnostic,mental_illness_non_smi
Eu53012,Read,[X]Postpartum depression NOS,diagnostic,mental_illness_non_smi
Eu92000,Read,[X]Depressive conduct disorder,diagnostic,mental_illness_non_smi
